Precio,Expensas,Direccion,Ambientes,Tipo,Url,Descripcion
350000,40000,50 n° 832 Depto 6d  e/  11 y 12    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-479539,"2 ASCENSORES, SEGURIDAD, CONTRAFRENTE.Alberto Dacal Propiedades: Código de la propiedad Argentina | G.B.A. Zona Sur | La Plata | La Plata"
350000,30000,"42 n° 170, e/ diag. 80 y cortada, piso 3 dpto. 22    ", 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-479552,"Departamento de un dormitorio, en excelente estado y muy luminoso, al frente. Alquiler mas ABSA, expensas y APRAlberto Dacal Propiedades: Códig..."
350000,30000,6 entre 32 y 33    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-480691,"Departamento amueblado desarrollado en segundo piso por escalera. Ingreso a living-comedor, cocina separada con muebles bajo mesada.Cuenta con un dormito..."
350000,,78 e/ 134 y 134 bis 1936    , 2 Dorm,"Departamento en   Altos de San Lorenzo, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485556,"Duplex a estrenar en alquiler. En Pb cuenta con cocina c/ muebles bajo y sobre mesada, con conexión para lavarropas y living-comedor. En la PA cuent..."
350000,30000,46 n° 525 Depto 8c  e/  5 y 6    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486172,"DPTO AL CONTRAFRENTE, AMPLIOS AMBIENTES. CENTRICOAlberto Dacal Propiedades: Código de la propiedad Argentina | G.B.A. Zona Sur | La Plata | ..."
350000,,14 N° 326 e 38 y 39 Dpto 1h    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486197,"Departamento interno, primer piso por escalera, sin expensas; en excelentes condiciones restaurado. Alberto Dacal Propiedades: Código de la pr..."
350000,55000,Dg 75 Nro. 726 Entre 58 y 21 (2°C)    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487907,"Departamento de 1 dormitorio en segundo piso por escalera.Cuenta con living comedor con cocina integrada, dormitorio con balcon y vestidor, baño co..."
350000,28000,144 n° 1371 Depto 1e  e/  60 y 61    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487918,DEPARTAMENTO AL CONTRAFRENTE. LUMINOSO. AMPLIO BALCON. COCHERAAlberto Dacal Propiedades: Código de la propiedad Argentina | G.B.A. Zona Sur ...
350000,180000,7 e/ 62 y 63 n 1463 Piso 5 Dto a    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488372,"Departamento en alquiler. 2 dormitorios sin placard, cocina con muebles bajo y sobre mesada, conexión para lavarropas, amplio living-comedor con air..."
350000,,Calle 74 al 100    , 1 Dorm,"PH en   Villa Elvira, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489125,"Venta de PH 1 DORMITORIO en Villa Elvira, La Plata Ubicado en calle 74 entre 119 y 120, La Plata. Posee 1 dormitorio,..."
350000,60000,38 Nro. 456 Entre 4 y 5 (4°4)    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-437975,"Departamento de 2 dormitorios.Cuenta con living comedor, cocina separada, baño completo y dos dormitorios con placard.Expensas aproximadamente $ 6..."
350000,95000,55 E/ 5 y 6 1 a N° 548    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-189268,"Departamento de dos dormitorios, cocina, living comedor,lavadero ,toilette y baño.Ideal estudiantes. Argentina | G.B.A. Zona Sur | La Plata | La P..."
350000,,38  e/ 10 y 11   , 1 Dorm,"Departamento en   Plaza Belgrano, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487268,"ALQUILER DEPTO 1 DOMR LUMINOSO 38 e 10 y 11 Dpto ubicado en el piso 2. Conformado por 3 ambientes: Living comedor, 1 dormitorio..."
350000,,58  N°1430 e/ 23 y 24   , 1 Dorm,"Departamento en   Parque San Martín, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489394,
350000,,1  e/ 59 y 60   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-320465,"Departamento de dos dormitorios, cocina separada, living comedor y baño, balcón."
350000,45000,46  e/ 9 y 10   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-390232,Excelente dpto. ideal estudiantes. Pleno centro de la ciudad. Bajas expensas!
350000,,10  e/ 58 y 59   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-482660,Solicitamos garantía propietaria y constancia de ingresos de inquilino y garante.
350000,40000,4  N°1521 e/ 63 y 64   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-330992,"Departamento interno de un dormitorio, ubicado en planta baja con patio. Cuenta con estar comedor, cocina separada, dormitorio con placar y baño completo."
350000,19000,56  N°1207 y 19    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-345424,"Departamento en alquiler de un dormitorio, estar comedor, cocina separada, lavadero cubierto y baño completo. Ubicado al contra frente. No se aceptan masc..."
350000,,49  N°322 e/ 1 y 2   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-377438,"Depto de 1 dormitorio con pisos de madera y placard, estar-comedor con balcón, cocina-comedor con lavadero incorporado, baño completo. Contrato por 1 año. ..."
350000,30000,10  e/ 64 y 65   , 1 Dorm,"Departamento en   Parque Saavedra, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-389747,"Departamento tipo dúplex. PLANTA BAJA: cocina comedor, toilette, balcón. PLANTA ALTA: dormitorio con placard y balcón, baño completo."
350000,,19  N°1702 y 67    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-447971,"Departamento ubicado en tercer piso por escalera, livingcomedor con cocina intregada, dormitorio con placard, baño completo, balcón. NO SE ACEPTAN MAS..."
350000,,49  e/ 136 y 137   , 1 Dorm,"Departamento en   San Carlos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-462057,departamento de dos ambientes en ALQUILER ! primer piso por escaleras posee cocina comedor con mueble bajo mesada barra desayunadora con mesada de gr...
350000,10000,12  e/ 69 y 70   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-462661,departamento de dos ambientes en ALQUILER ! Planta baja posee living comedor con mueble bajo y sobre masada artefacto de cocina habitación con un tiro ...
350000,40000,7  e/ 39 y 40   , 1 Dorm,"Departamento en   Plaza Olazabal, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-465028,"Excelente departamento de un dormitorio con placard, living y cocina separada. Baño completo, lavadero cubierto. Excelente zona céntrica de la ciudad. AJ..."
350000,15000,35  N°1407 e/ 23 y 24   , 2 Dorm,"Departamento en   Parque Alberti, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-465281,35 e/ 23 y 24 (2do b) SEMIPISO 2DO PISO POR ESCALERA.$0 Living comedor ampliococina completa separada con pasaplatos  lavadero separado  dos d...
350000,73000,11  e/ 32 y 33   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-467690,"Excelente departamento al contra frente de 1 dormitorio con placares y pisos de madera, living amplio, cocina con mueble bajo mesada y desayunador, baño co..."
350000,49000,51  e/ 3 y 4   , Monoamb,"Departamento en   Zona Universidades Bosque, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-467742,51 3 y 4: La Plata Soho. Monoambiente amoblado. Alquiler temporario por un año. Precio inicial $ 300.000 mas expensas y ABSA $ 41.500 aprox. Cuenta con mes...
350000,,19  e/ 61 y 62   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-468000,"Venta de Departamento 1 Dormitorio. Cuenta con un dormitorio con placard empotrado y balcon que da al contrafrente, baño completo y cocina con muebles sobr..."
350000,,19  y 44    , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-472760,Departamento de dos dormitorios. Dormitorio principal al frente con placard y segunda habitación amplia al ctfte. sin placard. Cocina chica. Comedor dia...
350000,58000,44  N°495 y 5    , 2 Dorm,"Departamento en   Plaza Italia, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-477011,"Departamento externo, edificio grande, 2 dormitorios con placard, living, cocina, baño. No tiene gas.- Precio: $ 350.000 c/ajuste trimestral por I.P.C. ..."
350000,,42  e/ 22 y 23   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-477446,"Departamento en 1mer piso de 36m². Un dormitorio, cocina comedor, baño completo y balcón. sin Expensas"
350000,5000,4  e/ 49 y 50   , 1 Dorm,"Departamento en   Zona Universidades Bosque, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-478766,"Departamento de un dormitorio , interno, primer piso por escalera.Cuenta con terraza privada con parrilla.Posee un dormitorio , baño con ducha y cocina com..."
350000,,35  e/ 20 y 21   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-481560,"ALQUILER LUMINOSO Y AMPLIO DEPTO ALQUILER35 E/ 20 Y 21. Cuenta un dormitorio con placard, cocina separada, baño completo. Tiene ca..."
350000,50000,25  e/ 67 y 68   , 1 Dorm,"Departamento en   Parque Castelli, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-482409,"ALQUILER DE DEPARTAMENTO DE 1 DORMITORIO, UBICADO EN 2DA TORRE AL FRENTE AL FRENTE. CON COCHERA DESCUBIERTA PARA 1 AUTO. VALOR: $350.000 UBICADO SOBRE A..."
350000,19000,6  N°1620 e/ 65 y 66   , 1 Dorm,"Departamento en   Plaza España, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-483308,"Hermoso departamento de 2 ambientes, totalmente amoblado, cocina, heladera, cama con colchon Cannon 2 plazas y mesa de luz, placard empotrado de dos puerta..."
350000,30000,64  N°1416 e/ dg 74 y 23   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-483744,"64 y dg 74: depto. al frente. 2do piso por escalera. cocina separada, living comedor c/ balconcito. baño completo. 2 dorm c/ plac (2do dorm chico o escri..."
350000,,45  e/ 15 y 16   , 1 Dorm,"Departamento en   Plaza Paso, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-483907,(45 e 15 y 16) Ph interno de 1 dormitorio con un entrepiso. Baño. Cocina comedor separada. Pequeño Patio. Bajas expensas. Posibilidad de alquiler con recib...
350000,111,35  N°1290 e/ 20 y 21   , 1 Dorm,"Departamento en   Plaza Guemes, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-484331,"35/20.Y OTROS (59/19),(122/60),(57/10),(42/15),(23/38),(35/123),(32/9RESERVADO),(43/12RESERVADO) 1DORMITORIO.- 35 Y 20. ALQUILER DEPARTAMENTO Ed..."
350000,,36  e/ 10 y 11   , 1 Dorm,"Departamento en   Plaza Belgrano, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-484562,"Departamento muy luminoso y amplio. Posee Cocina, living-comedor, baño completo, un dormitorio amplio con placard al frente, lavadero semicubierto y balcón..."
350000,60000,8  N°1700 e/ 68 y 69   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-484745,"Excelente departamento de 1 dormitorio, muy luminoso y amplio. Dormitorio con placard, lñiving comedor, cocina comedor, baño completo y lavadero cubierto...."
350000,60000,4  y 39    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-484915,"Moderno depto. Living comedor amplio c/balcón, cocina separada con muebles bajo/sobre mesada. Lavader cubierto separado. 1 dormitorio amplio con placard ..."
350000,1,48  e/ 8 y 9   , 2 Dorm,"Departamento en   Centro calle 8, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485000,"OPORTUNIDAD!!! EXCELENTE UBICACION DEPARTAMENTO UBICADO EN 48 E 8 Y 9! 2DO PISO POR ESCALERA, DOS DORMITORIOS UNO DE ELLOS CON PLACARD, COCINA SEPARADA..."
350000,58000,48  N°614 e/ 7 y 8   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485527,"ZONA CENTRICA Departamento 2 dormitorios cómodos con placard, living, cocinacomedor, baño completo y lavadero separado cubierto."
350000,111,59  N°111 e/ 19 y 20   , 1 Dorm,"Departamento en   Plaza Islas Malvinas, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485592,"59 Y 19.(fotos del aviso) C/COCHERA ALQUILER DEPARTAMENTO Edificio (5to piso fte) Living comedor con balcon, cocina equipada, separada y lavadero, dormi..."
350000,,29  e/ 522 y 523   , 2 Dorm,"Departamento en   Tolosa, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485656,Hermoso depto de 2 habitaciones en alquiler Living con balcón. Dos habitaciones con placard. Baño completo. Cocina.
350000,53000,1  N°1500 e/ 63 y 64   , 1 Dorm,"Departamento en   Plaza Mateu, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485738,"Excelente departamento en muy buen estado. 1 Dormitorio, placard, baño completo, cocina totalmente amoblada, balcon al frente- Contrato por 24 meses con..."
350000,20000,14  N°180 e/ 35 y 36   , 1 Dorm,"Departamento en   Barrio Norte, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485872,"Departamento en alquiler ubicado en excelente zona sobre calle 14 entre 35 y 36, zona de plazas y parques, avenidas, comercios, de fácil acceso a Universid..."
350000,31200,6  e/ 59 y 60   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486438,"6 e/ 59 y 60: depto de 1 dormitorio c/ plac. cocina separada c/ salida a lavadero semicubierto. living comedor y baño completo ventilación cruzada , muy lu..."
350000,,45  e/ 6 y 7   , Monoamb,"Departamento en   Plaza Italia, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486953,"Monoambiente grande en alquiler calle 45 e/ 6 y 7 Próximo a Plaza Italia. zona de facultades La Plata, casco urbano. Cocina integrada al living comedor, ..."
350000,30000,49  y 2    , 1 Dorm,"Departamento en   Zona Universidades Bosque, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486995,"Departamento de 1 dormitório en alquiler en 49 esq 2, al frente muy luminoso en piso 8. Cocina separada con mueble bajo y sobre mesada. consultas solo what..."
350000,,72  y 1    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487437,"Importante departamento de 1 dormitorio, muy amplio y luminosos, patio, con modernos y confortables detalles en sus dependencias"
350000,40000,6  y 55    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487937,"Alquiler de Monoambiente en 7mo piso. Ubicado en la ciudad de La Plata, casco urbano. ALQUILER por 2 años $ 350.000, con actualización cada 4 meses ..."
350000,22000,7  N°416 e/ 40 y 41   , Monoamb,"Departamento en   Plaza Olazabal, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488013,"Monoambiente al frente compuesto de: estar, barra desayunadora, placard, muebles bajo mesada, artefacto de cocina, calefon, baño completo con inodoro, bide..."
350000,60000,39  y 4    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488523,"Moderno depto. Living comedor amplio c/balcón, cocina separada con muebles bajo/sobre mesada. Lavader cubierto separado. 1 dormitorio amplio con placard ..."
350000,36000,63  N°345 e/ 1 y 2   , 2 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488588,"Departamento al frente compuesto de: living-comedor-cocina, con artefacto de cocina, mesada con pileta, mueble bajo y sobre mesada, baño con inodoro, bide..."
350000,,27  e/ 72 y 73   , 2 Dorm,"Duplex en   Altos de San Lorenzo, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489289,"COMODISIMO DUPLEX!!! AL FRENTE CON COCHERA CUBIERTA CON PORTON AUTOMATIZADO!! EN PLANTA ESTAR COMEDOR, COCINA EQUIPADA, TOILETTE Y PATIO CON SEMICUBIERTO. ..."
350000,40000,10  e/ 45 y 46   , Monoamb,"Departamento en   Centro calle 8, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-308859,"EXCELENTE DEPARTAMENTO MONOAMBIENTE AL CONTRAFRENTE, CATEGORIA. BALCÓN, FRENTES DE PLACARD, COCINA , BAÑO COMPLETO. IDEAL PROFESIONAL O VIVIENDA FAMILIAR!..."
350000,40000,54  N°389 e/ 2 y 3   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-302169,"Muy buen departamento de 1 dormitorio en muy buena ubicación. Cocina separada, lavadero cubierto. Alquiler x 2 años con ajuste cuatrimestral: 1º cuatrim..."
350000,10000,70  y 8    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-209051,"Departamento en alquiler de 1 dormitorio, ubicado en Planta Baja al frente, estar living comedor con cocina integrada, pisos de cerámico, muebles de sobre ..."
350000,,4  N°1606 e/ 65 y 66   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-99185,"Excelente depto de 1 dormitorio y espacio para escritorio c/placard, cocina, lavadero separado, baño c/bañera, calefactores. Pisos de porcelanato. Disponib..."
Consulte,,48  N°367 e/ 2 y 3   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-193595,departamento de 1 dormitorio con balcón al frente. cocina separada con pasaplatos. dormitorio con placard.baño con bañera. pisos de madera.
350000,1000,8  e/ 42 y 43   , 1 Dorm,"Departamento en   Plaza Italia, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-217993,Departamento de 1 dormitorio en alquiler. Esta ubicado en un 1er piso por escalera en un 2do bloque de edificios con 4 departamentos. Acceso interno. Cuent...
